	ID006_1	ID007_1	ID008_1	ID009_1	ID010_1	ID011_1	ID012_1	ID013_1	ID014_1	ID015_1	ID016_1	ID017_1	ID018_1	ID019_1	ID020_1	ID021_1	ID022_1	ID023_1	ID024_1	ID025_1	ID026_1	ID027_1	ID028_1	ID029_1	ID030_1	ID031_1	ID032_1	ID033_1	ID034_1	ID035_1	ID036_1	NK02_1	NK04_1	NK01_1	NK03_1	ID037_1	ID038_1	ID039_1	ID040_1	ID041_1	ID042_1	ID043_1	ID044_1	ID045_1	ID046_1	ID047_1	ID048_1	ID049_1	ID050_1	ID051_1	ID052_1	ID053_1	ID054_1	ID055_1	ID056_1	ID057_1	ID058_1	ID059_1	ID060_1	ID061_1	ID062_1	ID063_1	ID064_1	ID065_1	ID066_1	ID067_1	ID068_1	ID069_1	NK06_1	NK05_1	ID006_2	ID007_2	ID008_2	ID009_2	ID010_2	ID011_2	ID012_2	ID013_2	ID014_2	ID015_2	ID016_2	ID017_2	ID018_2	ID019_2	ID020_2	ID021_2	ID022_2	ID023_2	ID024_2	ID025_2	ID026_2	ID027_2	ID028_2	ID029_2	ID030_2	ID031_2	ID032_2	ID033_2	ID034_2	ID035_2	ID036_2	NK02_2	NK03_2	NK04_2	ID038_2	ID039_2	ID040_2	ID041_2	ID043_2	ID044_2	ID045_2	ID046_2	ID047_2	ID048_2	ID049_2	ID050_2	ID051_2	ID052_2	ID053_2	ID054_2	ID055_2	ID056_2	ID058_2	ID059_2	ID060_2	ID061_2	ID062_2	ID063_2	ID064_2	ID065_2	ID066_2	ID067_2	ID068_2	ID069_2	NK05_2	NK06_2	ID037_2	ID057_2	NK08_2	ID006_3	ID007_3	ID008_3	ID009_3	ID010_3	ID011_3	ID012_3	ID013_3	ID014_3	ID015_3	ID016_3	ID017_3	ID018_3	ID019_3	ID020_3	ID022_3	ID023_3	ID024_3	ID025_3	ID026_3	ID027_3	ID028_3	ID029_3	ID030_3	ID031_3	ID032_3	ID033_3	ID034_3	ID035_3	ID036_3	NK02_3	NK03_3	NK04_3	ID037_3	ID038_3	ID039_3	ID040_3	ID041_3	ID042_3	ID043_3	ID044_3	ID045_3	ID046_3	ID047_3	ID048_3	ID049_3	ID050_3	ID051_3	ID052_3	ID053_3	ID054_3	ID055_3	ID056_3	ID057_3	ID058_3	ID059_3	ID060_3	ID061_3	ID062_3	ID063_3	ID064_3	ID065_3	ID066_3	ID067_3	ID068_3	ID069_3	NK05_3	NK08_3	ID006_4	ID007_4	ID008_4	ID009_4	ID010_4	ID011_4	ID012_4	ID013_4	ID014_4	ID015_4	ID016_4	ID017_4	ID018_4	ID019_4	ID020_4	ID021_4	ID022_4	ID023_4	ID024_4	ID025_4	ID026_4	ID027_4	ID028_4	ID029_4	ID030_4	ID031_4	ID032_4	ID033_4	ID034_4	ID035_4	ID036_4	NK02_4	NK03_4	NK04_4	NK01_4	ID037_4	ID038_4	ID039_4	ID040_4	ID041_4	ID042_4	ID043_4	ID044_4	ID045_4	ID046_4	ID047_4	ID048_4	ID049_4	ID050_4	ID051_4	ID052_4	ID053_4	ID054_4	ID055_4	ID056_4	ID057_4	ID058_4	ID059_4	ID060_4	ID061_4	ID062_4	ID063_4	ID064_4	ID065_4	ID066_4	ID067_4	ID068_4	ID069_4	NK05_4	NK06_4
seq284	0	0	769	559	354	279	467	1479	1798	2506	0	0	0	45	44	147	0	47	1563	5722	2759	0	237	511	46	0	99	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1600	1353	0	0	0	0	191	134	420	357	0	135	554	0	184	0	563	317	0	0	0	225	20	37	84	235	0	0	0	0	792	390	546	0	638	0	1571	2840	0	0	0	0	88	0	0	150	1614	3278	2278	0	154	827	0	0	66	86	0	0	0	0	0	0	0	0	0	0	0	2007	1768	0	0	0	0	201	213	393	248	0	70	689	92	0	452	58	0	0	0	116	68	250	0	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0	1357	1572	0	0	0	0	198	155	242	0	0	105	605	0	0	0	221	61	0	0	0	120	78	57	323	253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1105	1178	0	0	0	0	98	321	265	0	0	119	0	0	0	0	293	0	0	0	0	55	21	98	118	0	0	0
seq285	31	54	38	0	82	102	11	0	42	30	0	4	3	43	14	0	16	6	3	50	142	41	35	141	34	10	4	0	31	0	46	0	0	0	0	0	31	15	20	5	0	0	465	73	3	0	0	0	24	56	0	226	92	34	0	0	256	16	232	12545	12	35	0	7	0	0	21	248	0	0	26	70	36	6	44	0	20	0	33	25	0	29	4	19	0	0	0	0	15	20	111	52	12	37	15	10	0	2	22	0	53	0	0	0	19	9	48	0	0	761	268	0	0	0	0	31	100	15	184	95	9	0	119	54	132	10979	64	43	0	38	0	0	37	355	0	0	0	0	0	8	34	36	9	60	644	0	0	43	20	0	27	8	8	4	14	0	19	34	131	6	9	0	36	9	24	0	18	6	35	0	0	0	0	48	24	23	4	9	0	469	234	0	0	0	0	37	66	0	0	90	75	0	0	159	30	121	9483	44	26	0	13	0	0	47	668	0	0	20	48	21	56	56	315	0	0	44	36	0	51	0	26	0	89	0	9	0	109	161	3	37	169	40	0	0	0	26	33	34	0	0	0	0	0	60	10	41	6	0	0	836	308	0	0	0	0	28	133	8	15	75	34	0	0	48	45	215	11003	24	27	0	6	0	0	73	345	0	0
seq286	39	45	41	0	88	114	8	0	46	32	0	4	0	40	5	0	19	8	8	36	124	50	43	131	22	8	0	0	32	0	69	0	0	0	0	0	35	10	19	9	7	0	459	75	0	0	4	0	19	65	0	250	111	29	4	0	220	17	266	12732	21	36	0	0	0	0	9	234	0	0	22	84	62	4	62	0	17	0	45	45	0	48	7	13	0	0	0	5	23	24	97	51	22	32	21	0	0	0	23	0	55	0	0	0	32	0	48	5	0	814	306	0	0	0	0	30	105	6	158	86	8	0	101	57	203	10861	53	59	0	24	0	4	49	400	0	0	0	0	0	8	37	21	4	50	534	0	0	46	17	0	26	5	8	9	10	0	42	28	106	7	13	0	22	8	15	0	30	12	23	0	0	0	0	48	24	20	4	8	0	429	221	0	12	9	0	29	67	0	0	96	59	0	5	124	30	133	9014	32	11	0	17	0	0	61	612	0	0	21	48	30	65	53	305	5	0	57	41	0	46	5	38	0	78	10	7	0	108	160	5	31	122	30	0	0	6	28	34	30	0	0	0	0	0	56	0	44	6	0	0	823	280	0	0	0	0	39	121	0	12	121	36	4	0	43	43	270	11236	24	50	0	8	0	0	51	374	0	0
seq287	15	0	0	0	980	17	0	0	604	0	1767	381	6759	100	252	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	337	0	0	0	0	0	0	0	0	0	28	58	332	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	832	0	0	0	606	0	2010	352	6545	48	645	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	519	0	2	0	0	0	0	0	0	12	79	260	192	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	3	0	0	828	104	0	0	731	0	2855	187	9921	25	1567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	392	0	0	0	0	0	0	0	0	0	14	36	201	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	11	0	875	38	0	0	1008	15	3514	487	7657	77	678	150	0	0	0	0	0	0	0	0	0	0	0	2	7	0	0	0	0	0	0	0	4	0	436	0	0	0	0	0	0	0	0	0	26	44	406	129	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
seq288	18	2	0	0	990	12	0	0	650	9	1761	321	6341	84	222	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	302	0	0	0	0	0	0	0	0	0	18	38	332	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	747	0	0	0	531	0	2129	318	6427	42	666	27	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	496	0	0	0	0	0	0	0	0	23	70	214	205	0	3	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	2	0	0	774	101	0	0	697	4	3168	148	10193	23	1605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	342	0	0	0	0	0	0	0	0	0	18	29	186	17	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	9	0	807	46	0	0	921	10	4021	412	7665	74	653	155	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	4	0	511	0	0	0	0	0	0	0	0	0	25	74	328	110	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
seq289	701	0	1671	0	347	0	0	0	101	41	0	0	0	0	0	0	279	47	0	0	401	0	0	0	0	0	84	0	1962	122	0	0	0	0	0	0	59	0	0	0	0	0	1578	103	0	0	0	0	372	88	681	186	84	0	87	42	577	0	1600	0	0	0	0	2618	137	381	0	27	0	0	234	0	893	0	179	0	0	0	95	0	0	0	0	0	0	0	182	40	0	0	414	0	5	0	39	0	29	0	1623	174	0	0	0	0	0	0	0	0	0	2610	0	0	0	0	0	463	0	869	520	180	0	79	780	0	1432	226	8	0	0	2933	289	389	0	96	0	0	0	0	0	612	0	1625	45	97	0	0	0	91	16	0	0	0	12	0	318	21	0	0	359	0	5	0	33	15	70	0	2565	64	112	0	0	0	0	99	0	0	0	0	0	1459	33	0	0	0	0	281	106	629	218	105	0	0	0	851	0	1201	140	0	0	0	1834	151	386	0	58	0	0	935	24	1203	0	185	0	0	0	83	0	0	0	0	0	0	0	284	25	0	0	427	0	0	0	0	0	75	0	1450	25	102	0	0	0	0	0	66	0	0	0	0	0	1787	79	0	0	0	0	288	84	866	557	65	7	140	0	67	0	1179	214	0	0	0	2369	232	295	0	0	0	0
seq290	115	0	2306	0	0	0	7	0	50	0	0	0	0	0	0	0	0	0	0	0	185	0	0	205	0	0	70	0	981	27	0	0	0	0	0	0	104	0	0	0	62	0	355	0	0	0	0	0	0	0	0	0	9783	0	334	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	77	0	2106	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	176	0	0	85	0	0	52	0	547	192	0	0	0	0	118	0	0	0	0	562	0	0	0	0	0	0	0	0	0	8854	0	430	0	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	162	0	2048	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	188	0	0	168	0	0	63	0	758	124	0	0	0	0	0	343	0	0	0	67	0	332	0	0	0	0	0	0	0	0	0	13596	0	354	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	1079	0	0	0	3	0	47	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	78	0	547	24	0	0	0	0	0	0	110	0	0	0	101	0	413	0	0	0	0	0	0	0	0	0	6793	0	238	0	0	0	0	0	0	30	0	2	0	0	0	0	0	0
seq291	0	0	0	0	29	0	0	0	101	0	0	0	0	0	0	0	478	13	0	0	306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	10544	4155	0	0	0	29	10	0	658	769	0	0	0	0	0	0	8	0	0	0	71	0	0	0	0	0	0	0	469	0	0	0	341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0	42	0	0	0	0	9890	3195	0	0	0	62	0	0	878	746	0	0	0	0	0	0	0	138	0	0	0	0	0	100	0	0	0	0	0	0	815	31	0	0	206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	14	0	272	0	0	0	0	0	8908	2498	0	0	0	30	40	0	960	939	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	200	20	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	56	78	0	0	0	0	0	4862	1121	0	0	0	0	0	9	700	497	0	0
seq292	25	3	15	0	32	0	0	0	17	0	357	13	406	301	386	0	19	0	0	0	0	0	0	0	6470	54	273	12	0	0	4212	0	0	0	0	0	14	0	0	0	7	0	600	74	0	0	0	0	0	0	1940	1396	0	0	59	0	140	0	36	30	0	0	0	196	15	73	0	0	0	0	14	39	31	0	0	0	0	0	11	14	158	0	339	171	241	101	31	0	0	0	0	0	0	0	3969	55	105	11	0	0	2896	0	0	0	12	0	0	0	0	492	67	0	9	0	0	0	0	1874	1814	0	0	124	106	0	40	47	0	0	0	324	67	185	0	0	0	0	0	0	0	11	0	62	0	13	0	0	0	26	8	363	0	389	141	84	33	8	0	0	0	0	0	0	6567	67	209	26	0	0	2758	0	0	0	0	29	0	0	0	0	0	277	18	0	0	0	0	0	0	1344	431	0	0	50	15	34	0	21	31	0	0	0	165	19	153	0	0	0	0	37	9	20	0	0	0	0	0	13	0	242	0	373	179	175	49	14	0	2	0	0	0	0	0	3791	20	195	26	0	0	2773	0	0	0	0	0	25	0	0	0	0	0	455	12	0	0	0	0	0	0	1477	1471	0	0	62	23	58	0	55	34	0	0	0	155	29	115	0	0	0	0
seq293	0	0	0	0	45	0	0	0	90	0	0	0	0	0	0	0	481	18	0	0	279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	57	0	16	0	0	0	0	0	10239	4129	0	0	0	22	11	0	669	854	0	0	0	0	0	0	10	0	0	0	81	0	0	0	0	0	0	0	436	0	0	0	276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	31	0	0	0	0	9791	3146	0	0	0	43	0	0	900	859	0	0	0	0	0	0	0	128	0	0	0	0	0	138	0	0	0	0	0	0	702	34	0	0	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	12	0	220	0	0	0	0	0	8747	2275	0	0	0	20	35	0	934	1071	0	0	0	0	0	0	0	0	0	0	98	17	0	0	0	0	0	0	206	19	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	16	57	51	0	0	0	0	0	4604	1050	0	0	0	0	0	0	676	542	0	0
seq294	0	0	1128	70	49	105	0	0	123	65	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1386	12223	0	0	0	0	0	0	69	0	343	111	113	0	278	229	0	0	0	0	0	0	0	0	49	41	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	873	0	94	0	0	0	111	49	0	0	0	34	0	0	0	0	65	0	0	0	0	0	0	0	0	0	1210	8972	0	0	0	0	63	0	487	201	0	368	136	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	893	46	39	0	0	0	128	86	0	0	0	22	0	0	0	47	54	0	0	0	0	0	0	0	0	1483	9924	0	0	0	0	0	110	0	388	147	125	60	214	547	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	667	39	59	94	0	0	129	33	0	0	0	32	0	0	0	0	0	0	0	80	0	0	0	0	0	0	1001	7117	0	0	0	0	0	0	86	0	351	154	150	0	281	439	0	0	0	0	0	0	0	0	36	52	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0
seq295	0	0	121	0	0	0	0	0	0	7	0	0	24	32	8	0	20	0	0	0	446	0	0	0	23	0	638	9	0	0	80	0	0	0	0	0	110	0	0	0	0	0	522	0	0	0	0	0	0	0	173	0	78	0	8302	325	0	0	668	74	4	0	0	404	149	522	0	0	0	0	100	0	56	0	33	0	0	0	61	0	0	0	21	15	79	0	14	0	0	0	794	0	0	0	24	0	559	0	0	0	69	0	0	0	202	0	0	0	0	527	0	0	0	0	0	0	0	92	56	0	0	9243	0	0	859	59	0	0	0	447	354	1596	0	0	0	0	0	0	0	0	15	132	0	51	0	0	0	113	0	0	0	37	9	50	24	0	0	0	534	0	0	0	7	0	1139	8	0	0	55	0	0	0	0	248	0	0	0	0	0	383	17	0	0	0	0	0	6	122	28	32	0	7054	302	0	0	582	237	0	0	0	329	159	1368	0	0	0	0	0	0	54	0	70	0	0	0	160	0	0	0	21	17	163	0	8	0	0	0	287	0	0	0	12	0	902	4	0	0	138	0	0	0	0	0	229	0	0	0	0	0	647	318	0	0	0	0	0	0	101	0	48	0	6494	459	0	0	1008	546	0	9	0	443	327	954	0	0	0	0
seq296	0	0	1319	0	434	9	0	0	176	24	0	0	55	21	86	0	60	0	0	0	4860	0	7	0	53	4	165	0	438	86	349	0	0	0	0	0	0	0	0	0	0	0	1591	82	0	0	0	0	645	76	225	372	0	0	104	0	367	0	1109	332	12	0	0	1911	116	393	51	193	0	0	41	0	1001	0	307	0	0	0	192	0	0	0	43	42	0	0	64	0	0	0	2540	0	0	0	46	0	47	0	218	0	125	0	0	0	62	0	0	0	0	2193	0	0	0	0	0	441	180	435	0	0	0	94	414	0	1036	126	0	6	0	1839	314	459	186	293	0	0	0	0	0	111	0	1538	0	251	0	0	0	221	0	0	0	70	16	108	87	0	7	0	3543	0	0	0	86	0	107	6	325	0	420	0	0	0	0	19	0	0	0	0	0	1628	41	0	0	0	0	438	72	157	114	0	0	132	9	138	0	701	51	0	23	0	1498	160	459	144	290	0	0	0	0	1233	0	385	13	0	0	242	17	0	0	60	14	97	0	57	0	0	0	3777	0	0	0	71	0	0	0	268	0	281	0	0	0	0	0	96	0	0	0	0	0	1549	70	0	0	0	0	329	61	218	0	29	0	124	0	0	0	775	405	28	0	0	1628	241	403	165	355	0	0
seq297	11	89	1742	21	172	72	0	0	37	25	0	0	16	86	38	0	22	57	110	0	5690	253	617	0	18	0	19	25	87	52	22	0	0	0	0	0	22	35	0	0	0	0	36	56	12	13	195	0	267	187	76	0	10	7	0	0	542	117	303	3154	0	0	0	36	0	60	26	249	0	0	12	91	934	34	121	0	163	50	58	23	0	7	15	26	26	0	28	51	283	0	4953	68	453	183	13	0	27	0	10	0	26	0	0	0	25	0	0	0	0	54	29	8	0	708	2	440	315	72	0	0	0	5	121	0	262	2760	259	0	0	53	3	45	103	534	0	0	0	8	0	78	71	1614	5	77	161	0	0	67	16	6	6	13	20	0	31	57	249	83	5061	203	398	73	15	0	81	8	50	22	42	0	0	0	0	42	0	0	0	0	0	17	0	13	31	400	6	265	186	55	91	0	3	6	7	776	0	251	2909	199	0	0	54	0	43	79	267	0	0	13	145	1078	0	63	117	134	0	67	39	0	0	21	30	23	60	30	42	21	0	4665	350	477	0	12	0	14	0	14	17	0	0	0	0	0	0	42	0	0	0	12	0	29	0	0	0	160	12	286	242	80	88	0	0	7	0	205	156	206	2357	0	0	0	26	6	13	148	183	0	0
seq298	0	0	0	0	107	0	13095	259	22	0	11	0	41	52	108	0	408	27	4	0	134	0	32	0	11	0	238	11	0	0	41	0	0	0	0	0	13	0	19	0	10	0	45	0	53	0	18	0	98	7	44	136	27	0	24	0	66	0	48	18	8	5	0	11	0	16	0	0	0	0	4	6	0	0	152	0	13705	810	16	0	0	0	48	81	58	0	143	14	5	0	97	0	8	0	7	0	60	10	0	0	20	0	0	0	10	0	23	0	0	71	0	45	0	40	0	60	12	37	0	14	0	16	136	0	50	0	38	0	0	81	16	21	29	0	0	0	0	0	0	7	0	0	0	152	0	146	997	29	0	0	0	58	68	30	653	18	18	0	56	0	16	0	14	0	135	8	0	0	32	0	0	0	0	0	0	39	0	0	0	90	0	68	0	39	0	36	0	48	138	0	0	15	0	191	0	37	0	17	0	0	0	7	46	0	0	0	0	24	0	0	0	145	22	12404	5247	28	0	0	0	36	37	59	26	401	25	0	0	71	0	16	0	0	0	217	10	0	0	75	0	0	0	0	0	28	0	34	0	4	37	107	0	46	0	8	0	38	0	41	0	0	0	12	0	75	0	99	23	12	0	0	46	11	50	0	0	0	0
seq299	8	0	117	0	0	0	0	0	0	16	0	0	33	35	9	0	34	0	0	0	385	0	0	0	53	0	777	0	0	0	74	0	0	0	0	0	121	0	0	0	0	0	581	0	0	0	0	0	0	0	154	0	74	0	7884	336	0	0	733	70	0	0	0	406	143	561	0	0	0	0	85	0	45	0	37	0	0	0	75	10	0	0	11	18	89	0	15	0	0	0	729	0	0	0	30	0	584	0	0	0	76	0	0	0	207	0	0	0	0	661	0	0	0	0	0	0	0	104	58	39	0	9162	0	0	851	45	6	0	0	449	361	1591	0	0	0	0	0	563	0	0	9	133	0	57	0	0	0	153	0	0	0	48	13	54	16	0	0	0	455	0	0	0	15	0	1109	2	0	0	64	0	0	0	0	269	0	0	0	0	0	414	16	0	0	0	0	0	17	107	41	0	0	6683	236	0	0	542	191	0	0	0	369	181	1313	0	0	0	0	0	0	36	0	96	0	0	0	177	6	0	0	20	9	180	0	7	0	0	0	249	0	0	0	0	0	863	0	0	0	167	0	0	0	0	0	216	0	0	0	0	0	632	285	0	0	0	0	0	0	120	0	58	0	6262	383	0	0	876	517	0	8	0	430	321	973	0	0	0	0
seq300	0	0	74	0	0	0	0	0	252	523	0	76	0	121	45	263	0	0	0	0	0	0	0	0	54	37	566	292	0	0	248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	68	1130	5418	0	0	2404	526	0	0	0	173	233	212	0	56	0	12	0	0	0	0	0	0	46	0	0	0	0	0	232	921	0	0	0	103	35	497	0	0	0	0	0	0	0	0	60	41	279	272	0	0	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	128	1141	5440	0	0	2818	198	0	0	94	574	273	0	97	0	0	0	0	0	0	0	851	0	0	9	117	0	0	0	0	0	207	654	0	0	5	24	29	0	0	0	0	0	0	0	0	67	50	541	249	0	0	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	91	1014	5298	0	0	1809	425	0	0	0	205	207	184	0	103	0	0	0	0	0	0	0	0	35	0	0	0	0	0	248	1091	14	39	0	145	58	0	0	0	0	0	0	0	0	0	54	56	623	573	0	0	381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	156	1369	6369	0	0	2044	481	0	0	13	284	298	260	0	227	0	0	0	0	0	0
seq301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6737	1034	0	0	8291	247	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6299	0	0	7260	440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5797	1537	0	0	7461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2440	659	0	0	4931	475	0	0	0	0	0	0	0	0	0	0
seq302	111	674	861	41	698	318	157	0	108	73	0	93	0	98	17	827	179	169	618	1349	267	34	81	88	89	30	178	43	41	32	525	0	0	0	0	0	0	0	0	17	0	0	560	745	0	0	227	0	132	117	175	386	110	134	137	41	203	0	138	1119	0	40	0	0	0	0	0	0	0	0	26	514	947	0	621	0	289	435	74	104	0	0	0	81	15	182	273	171	1460	1040	276	59	51	225	155	29	45	0	52	50	524	0	0	0	0	55	0	0	0	894	1122	0	0	672	0	164	320	210	359	146	39	206	380	0	137	1380	22	0	0	41	0	48	0	0	0	0	0	0	0	155	778	838	0	1042	1235	0	0	122	64	0	0	0	54	56	210	242	1799	1062	384	0	48	163	236	14	242	28	81	0	734	0	0	0	0	0	0	0	0	0	0	464	1145	0	0	427	0	129	226	200	448	99	167	129	0	820	0	125	1660	0	0	0	0	0	56	0	0	0	0	40	550	946	22	592	998	153	440	105	106	0	0	32	46	16	0	164	198	80	779	335	0	42	75	119	21	123	70	63	193	594	0	0	0	0	0	0	0	0	0	15	0	581	1579	0	0	302	0	128	181	248	430	59	118	95	0	264	0	164	826	0	0	0	0	0	58	0	0	0	0
seq303	0	0	1007	74	38	71	0	0	104	50	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1362	12425	0	0	0	0	0	0	63	0	341	99	103	42	184	214	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	812	0	71	0	0	0	76	49	0	0	0	32	0	0	7	0	35	0	0	0	0	0	0	0	0	0	1071	8975	0	0	0	0	51	0	471	171	33	260	176	12	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	863	63	28	0	0	0	123	83	0	0	0	0	0	0	0	41	37	0	0	0	0	0	0	0	0	1482	10004	0	0	0	0	0	85	0	376	153	112	48	168	618	0	0	0	0	0	0	0	0	36	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	569	38	0	63	0	0	106	27	0	0	0	56	0	0	0	0	0	0	0	68	0	0	0	0	0	0	910	7054	0	0	0	0	0	0	87	147	317	122	118	0	222	446	0	0	0	0	0	0	0	0	0	21	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0
seq304	84	562	0	0	11	0	49	0	2	0	34	13116	133	1696	234	0	0	178	0	0	0	0	0	0	226	37	0	0	0	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	756	0	0	0	0	105	0	0	4	30	9993	111	1314	180	0	0	221	0	0	0	0	0	0	198	11	0	11	0	0	215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	70	932	0	0	0	0	0	0	0	6	115	9068	207	617	125	90	156	0	0	0	0	0	0	305	15	0	0	0	0	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	45	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	414	0	0	11	0	77	0	0	0	129	7380	110	917	67	151	0	153	0	0	0	0	0	0	170	0	0	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0
